"Original Text","Predicted Target","Predicted Stance","Ground Truth Target","Ground Truth Stance"
"If Olympic athletes can carry out political acts in medal ceremonies to support Marxist BLM, does that mean other athletes can display MAGA hats? What about other political symbols BLM supporters don t like?","olympic athletes","FAVOR","Olympic athletes","FAVOR"
"2022 yuehua family concert is scheduled for early mid august and it is currently waiting for final review notification from epidemic prevention department official announcement is expected to be announced this month!","lockdown in china","AGAINST","2022 yuehua family concert","NONE"
"Study: Top Tier Gasoline Worth the Extra Price - Consumer Reports consumerreports.org Top Tier Gasoline Worth the Extra Price, Study Shows - Consumer Reports A study by AAA shows that Top Tier gasoline is worth the extra cost to consumers. Consumer Reports lists car brands that recommend Top Tier gasoline and gas stations where you can buy Top Tier gas.","tier","FAVOR","Top Tier Gasoline","FAVOR"
"I'm not insensitive to the realities of working people legit struggling to keep up with the rising cost of just living...it's truly not funny! Gas, food, utilities, child care... Real expenses impacting real people. On top of the fact that COVID is still here...there's that.","covid-19","FAVOR","Rising Cost of Living","AGAINST"
"France Football has announced the Ballon d Or will now be given to the best player over a standard European season rather than during a calendar year. The 2021-22 campaign will end with the 2022 Women s Euros, and the 2022 World Cup will be included in the 2022-23 awards. 347 2,510 18.6K","soccer","FAVOR","France Football","NONE"
"Im gonna need long-haulers who are new to disability politics to read Marta Russell with a quickness. With the size and visibility of our cohort of disabled people, long haulers need to develop a rigorous disability politic rooted in disability justice and anti-capitalism.","disability","FAVOR","long haulers","NONE"
"we are proud to partner with Roman not only for his accomplishments inside the ring but for the father and man he is outside the ring","gay rights","FAVOR","Roman","FAVOR"
"white dude who has a level 2 HSK score desperately trying to show off his language ability in a class with a 70 chinese international student enrolment: what s up comrades? how are we on this fine æ—©ä¸Š? : my wife is chinese so i don t consider myself a é¬¼ä½¬ haha : 6","chinese","FAVOR","chinese international student enrolment","NONE"
"TeamTudorDixon TudorDixon Thank you for attending the Berrien County Republican Party's Strawberry Social and making it your first official stop on your campaign to be Michigan's next Governor!","michigan","FAVOR","TeamTudorDixon ","FAVOR"
"This 60 minutes story about Curtis Flowers in Mississippi , put on death row for a crime he never committed, pushed by a racist district attorney down there is so disturbing it defines racism in the US Justice system The system is broken in many places it just is","racism in the justice system","FAVOR","Curtis Flowers","FAVOR"
"The AAPI Montclair Lantern Festival is a beautiful celebration of Asian culture and diversity within our community. The lanterns that illuminated throughout Edgemont Park was a moving tribute to the victims of AAPI hate and violence. Honored to be with everyone for it last night.","montclair","FAVOR","The AAPI Montclair Lantern Festival","FAVOR"
"Women are returning to Radical Feminism. I say 'return', not 'find' because this is our political home base, the one politic that confronts the seemingly insurmountable spectre of male dominion. Any other political activity we participate in must be contingent on Radical Feminism","radical feminism","FAVOR","Radical Feminism","FAVOR"
"The city owns CPS Energy and Mayor Nirenberg also serves on the CPS Energy board of trustees. Mayor Nirenberg should use his position to convince CPS Energy to work with the community to determine how and when to shut down the Spruce coal plant.","nirenberg","AGAINST","Mayor Nirenberg","NONE"
"Making A Living As A Writer: Interview with Mark London Williams, Author of The Danger Boy Series. Mark London Williams has a chat with him about his writing career, making a living as a writer, his Danger Boy series, and his life during the COVID pandemic.","writing","FAVOR","Mark London Williams","NONE"
"Trump recorded a video where he thanked Spain s far-right Vox party leader Santiago Abascal for the great job he does. FYI: the Vox party does not believe in gender equality and insists on mass-deportations of African immigrants. Ted Cruz appeared in the rally video as well. 32 668 1,139","trump","AGAINST","Santiago Abascal","NONE"
"1. Strawberries may no longer be able to grow on Cameron Highlands someday if temperatures continue to rise, warns the Regional Environmental Awareness Cameron Highlands group. It told the New Straits Times, fruits growing in the area have already become smaller. 31 4,054 3,964","climate change","FAVOR","Strawberries","NONE"
"I love Glenda Jackson - women like me benefit from the work she did to improve gender equality and women's lib. It's staggering her son, Dan Hodges, has turned out to be such a spectacular cunt who, at 53, still lives with mummy 193 350 2,955","gay rights","AGAINST","Dan Hodges","AGAINST"
"The Knowledge and Human Development Authority s KHDA reveals that student enrolment at private schools has increased by 10,000, a rise of 3.9 since September 2020, according to its latest data report on private education in Dubai.","education","FAVOR","KHDA","NONE"
"The murder of four young activists in a terror attack in north Waziristan is the latest manifestation of terror resurgence in the area. Non violent youth opposed to terrorism is the prime target. A new terrorist wave to justify war on terror-2 for dollars.","war on terror","AGAINST","Non-violent youth","FAVOR"
"Muslims have equal rights to ask for legal action against Nupur sharma. Similarly we have rights to ask for legal action against person in same video who provoked Nupur Sharma by mocking the Shivling. Why no legal action against him is demanded ??","muslims","FAVOR"," Nupur sharma","AGAINST"
"Like I had intimated previously President Ruto must clip the wings of one Rigathi Gachagua AKA Riggy G before the former DO grab Mt Kenya votes from the self proclaimed Hustler from Sugoi and raise his purchasing value come mid-term election 2027!","gachagua","AGAINST","mid-term election 2027","NONE"
"Taiwan's cultural output also seems to punch below its weight, considering its wealth and affinity with Western Japanese Korean media roon tszzl Mar 29, 2022 one whitepill on india has been the extreme success of bollywood over the course of like 100 years. there are mfers in japan watching bollywood movies. meanwhile there's barely any international chinese media industry to speak of","taiwan","FAVOR","International Chinese Media Industry","NONE"
"Please be careful when you compare Deaf experience to BIPOC experience s . It makes me uncomfortable to see white deaf people constantly equalize theirs to BIPOC regarding oppression, frustration, and struggles. Audism and racism are entirely separate realms.","white deaf people","AGAINST","BIPOC","FAVOR"
"Update: TASS Agency: More than a thousand Ukrainian soldiers who surrendered in Mariupol have been transferred to Russia for investigation.","ukrainian soldiers","FAVOR","Mariupol","NONE"
"While interested people geek out over rank-choice voting in the NYC mayoral race, it s a good time to point out that SC YMCA Youth in Government has been using rank choice voting for years. We are a democracy laboratory, and we re just that cool. scymcayig SteveKornacki","rank choice voting","FAVOR","SC YMCA Youth","FAVOR"
"Another number of Bagarumba folk dance by COVID patients of Serfanguri CCC alongwith Doctors and staffs dckokrajhar nhm assam 0:28 715 views","covid","FAVOR","Bagarumba folk dance","NONE"
"2 4 an act of intimidation and Harassment by our own agencies. Instead of keeping an eye on terrorists the recent unfortunate blast in Lahore , they are harassing students for merely speaking against the private education mafia. As a matter of fact , in the past few months it","private education mafia","FAVOR","Lahore","NONE"
"4yo was just sent home with a checks notes runny nose and can't return to preschool until Monday. Employers managers, please remember that parents of littles are STILL living that COVID life.","covid","FAVOR","Employers managers","NONE"
"I have called and emailed SenatorSinema to remind her who her constituents are. If I wanted a republican I would have voted for McSally. 191 1,670 6,731","gop","AGAINST","McSally","FAVOR"
"Afghans in almost all platforms, private or public, mostly talk about politic and or religion. They barely talk about literature, dating, sexuality, philosophy, love, sports, nature, etc. Is it a sign of collective trauma or manifestation of pain?","afghanistan","AGAINST","Afghans","AGAINST"
"RIDICULOUS! Clean energy advocates praise Ford's plan to invest in Missouri electric vehicles The following media includes potentially sensitive content. Change settings View","clean energy","FAVOR","Missouri electric vehicles","FAVOR"
"When Gaddafi Morsi died they all celebrated. if Putin of Russia or Kim Jong-un of North Korea died today they would ve celebrated too. But if Queen Elizabeth who killed millions of Africans Asians dies. We are supposed to mourn. The media controls most of us. The following media includes potentially sensitive content. Change settings View","queen elizabeth","AGAINST","Gaddafi Morsi","AGAINST"
"""Gain of function"" virus research is so over-hyped. If you actually look at their research claims, this field has very little to show in terms of actual results. Verdict: mostly science fiction. Hence, Fauci-Wuhan ""Lab Leak"" theory is huge distraction red herring, by design.","gain of function","AGAINST","""Gain of function"" virus research","AGAINST"
"Tata Group is going big in Clean Energy and e-Mobility. Tata Motors is going to introduce 10 New battery electric vehicles by 2025. Tata Power won't add any capacity in coal-based plants. Tata Power Solar is having ambitious goals for their roof-top segment.","climate change","FAVOR","battery electric vehicles","NONE"
"If the BLM financed race baiter Ngozi Fulani thinks that just by closing down her charity it will stop HMRC and the fraud office from investigating where all the money went, she really is as thick as she comes across.","investigation","FAVOR","Ngozi Fulani","AGAINST"
"Want to call yourself pro-life? Then back gun control, universal health care, paid parental leave, WIC, paid day care, and generally stay out of the private live of Americans. Looking at you GOP","gun control","FAVOR","universal health care","FAVOR"
"as an old timer, i remember back in early 2010s when Right Wing Watch had to upload to backup YouTube channels because of content issues. reinstatement was very likely this time as well. most YouTube issues stem from automated systems or low-level moderators making decisions","youtube","AGAINST","Right Wing Watch","NONE"
"uber-supporter realLizUSA accidentally posts this gem calling Trump a liar. ""Without evidence, Trump continued to peddle lies about the 2020 presidential election... There has been no evidence of widespread voter fraud the election""","trump","AGAINST","Trump a liar","AGAINST"
"I hadn't checked out the Mario Kart 8 Deluxe website since the Nintendo Direct and they have updated it for the Booster Pass. Going from 48 courses to 96 exactly double , takes an already big game and just makes it so much bigger. 70 261 3,583","mario kart","FAVOR","Mario Kart 8 Deluxe website","NONE"
"18 Year old Demarcus Cook, Brother of NFL Superstar Dalvin Cook Has Been Arrested For the Murder of 17-year-old Isaiah Hernandez 78 514 2,976","gun control","FAVOR","Demarcus Cook","AGAINST"
"Join us as we celebrate Environmental Awareness Month with the theme Taking a stand: The Role of Ordinary Citizens in Environmental Protection and Conservation. No action is too small when it comes to saving the environment.","climate change","FAVOR","Environmental Awareness Month","FAVOR"
"I am looking for a GK to join my team CH SpartansFC who will play in the Senior Division of the EssexAllianceFL next season. I am happy to take an experienced GK or give a young GK the opportunity to gain experience in men s football. Must be available Wednesday and Saturday.","soccer","FAVOR","CH SpartansFC","FAVOR"
"Primary School? A learner he had a dispute with at a PRIMARY SCHOOL? A PRIMARY SCHOOL PUPIL CARRIED A GUN? Bheki Cele his lot have failed this teacher. Making it nearly impossible for law abiding citizens to carry guns, tragic incidences such as this will keep happening. MXhosakazi MandieTshwete Sep 21, 2021 A Grade 6 teacher has been shot and killed in his car as he arrived at the Heinz Park Primary school, Cape Town. Mr Manqoyi was allegedly murdered by a learner who he had a dispute with. DailyVoiceSA TheCapeArgus CapeTimesSA","primary schools","FAVOR","Primary School Pupil","AGAINST"
"Why use a Hollywood star that makes action films to sell gun-control? Why not someone like the actor who played Niles Crane?","gun control","FAVOR","Niles Crane","FAVOR"
"The 'invasion' is in our body politic: liars and swindlers stoking hatred and division. They arrived not in small boats, but cloaked in the flag and spouting 'sovereignty'. They have hijacked a party and hijacked the levers of state. Let these dark, chaotic weeks be their last. 55 961 2,940","trump","AGAINST","liars and swindlers ","AGAINST"
"As promised, here is a map I made of the Wisconsin Senate districts used in the 2000s. This took me a while to do as the maps weren't easy to find and Wisconsin has weird precincts. As you can see, the maps are very different from the current Republican gerrymander.","gerrymandering","FAVOR","Wisconsin state","NONE"
"I hope the quality of this TikTok fixes itself lmao rip BUT LISTEN TO THE JOY IN MY VOICE So excited to play DBD tonight. .","dbd","FAVOR","DBD","FAVOR"
"Today's gun comes as an interesting modified derivative. The Bakalov assault rifle. The Bulgarian assault rifle chambered in 5.56 and 7.62 NATO as well as 7.62x39 is a bullpup AK conversion. Most of it's 72 parts can be swapped out with other AK parts for easy user preference.","gun control","FAVOR"," Bakalov assault rifle","NONE"
". SWEambUSA tells me Turkey's opposition to Sweden s NATO bid came as a surprise she hopes the matter can be resolved soon We had gotten some very positive messages from our Turkish counterparts that they really welcomed as us allies in the alliance and then that shifted","nato","FAVOR","Turkish counterparts","FAVOR"
". FoxNews and right wing media outlets incessantly downplayed the pandemic called it a hoax echoed TFOG s lies that the risk to Americans was low even encouraged people to travel go out to eat at its peak while disparaging masks vaccinations. From The Daily Show KID VICIOUS kirkacevedo Jun 7, 2021 Anyone who s lost a family member to covid should sue FoxNews 4 disinformation. They misled the public for political reasons which led to the death of 10 s of thousands of Americans. Bankrupt them off the air.","fox news","AGAINST","FoxNews and right wing media","AGAINST"
"Nigeria Women s National Under-17 football team qualify for the upcoming 2022 FIFA U-17 Women s World Cup Qualifiers.","nigeria","FAVOR","Nigeria Women s National Under-17 football team","FAVOR"
"FHCSD is a leader in providing services to meet the needs of LGBTQ San Diegans. We began offering HIV prevention, testing and care early in the epidemic and were the first FQHC in San Diego to offer health services addressing the specific needs of transgender patients.","lgbtq","FAVOR","FHCSD","FAVOR"
"I'm enjoying the Virtual Panel: on the Page! A fantastic panel discussion on that explore acceptance, adventure, exploration, and love! Great to listen to your thoughtful remarks!","gay rights","FAVOR","explore acceptance","FAVOR"
"Joint workshop ARU study with ALT East: Tue 10 May 10:00-11:30. Join us for this creative workshop where you ll use fiction writing to explore near-future AI assistance for learning and teaching. eventbrite.co.uk Using design fiction for near-future learning tools Research study A fiction writing workshop to imagine the use of AI assistance for learning and teaching","alt","FAVOR","ARU","FAVOR"
"The failings of the CPS and TX grid this winter resulted in the deaths of 700 Texans. Now CPS are trying to request a rate rise from the SA City Council. Tell em to jack off, and to shut down their coal plant while they're doing it: actionnetwork.org No rate hikes, no disconnects, shut down Spruce! Our grassroots coalition is on the ground talking to neighbors and bringing awareness to changes coming to CPS Energy in the form of a rate increase and disconnections for non-payment that could...","rate increase","AGAINST","CPS and TX","AGAINST"
"Rapid climate change has been going on since the last Ice Age. Saharan desertification, glaciar melts in North America, desertification in central India and in Western China, it goes on and on. Enough gaslighting with this apocalyptic climate change nonsense.","climate change is a problem","AGAINST","apocalyptic climate change","AGAINST"
"On Yogi s walk today - I met a girl who said she recognized me from the vegetarian club. That was weird, because I'd never met herbivore.","vegetarian","FAVOR","vegetarian club","NONE"
"School gardens teach children about more than just growing food. They help to Develop life skills Promote better healthy eating Increase environmental awareness Cultivate respect for food","school gardens","FAVOR","healthy eating","FAVOR"
"Dr Robert Malone posted this to his personal telegram channel .. Coroners Report for a 26 year old Man that sadly passed away less than week after getting his Phizer Booster shot .. Listed as Post Phizer Covid vaccination myocarditis by coroner .","vaccine","AGAINST","Phizer Booster","AGAINST"
"A must read St Petersburg International Economic Forum Plenary session via KremlinRussia E en.kremlin.ru St Petersburg International Economic Forum Plenary session The President attended the plenary session of the 25th St Petersburg International Economic Forum.","climate change","FAVOR","KremlinRussia","NONE"
"NEWS Helsinki s coal plant to shut down nearly two years ahead of schedule helsinkitimes.fi Helsinki s Hanasaari coal plant to shut down nearly two years ahead of schedule The coal-powered combined heat and electricity plant has accounted for about two per cent of the carbon dioxide emissions of Finland.","climate change","FAVOR","Helsinki's coal plant","AGAINST"
"Mining operations can directly indirectly affect biodiversity ecosystems via habitat loss, pollution, human population growth more. Effective government policy should follow the mitigation hierarchy to avoid minimize negative","environmental issues","FAVOR","Mining operations","AGAINST"
"introducing kelly macdonald and now she s a disney princess, a bafta winner, an emmy winner, a two time golden globe nominee, responsible for awakening many generations of sapphics through nanny mcphee and the lead in the biggest british television series of the century mwah alicia whouffaldi Jun 13, 2021 that was so girlboss of her actually","disney","FAVOR","kelly macdonald","FAVOR"
"When DREAMS become a REALITY. An unforgettable night for the past, present and future of Irish Women s Football World Cup 2023 143 269 5,036","gay rights","FAVOR","Irish Women's Football","FAVOR"
"How many more times? We cannot reform this. LEGAL HELP FIRM lhfirm Jul 11, 2022 POLICE SHOOTING: Madeline Miller, 64, was shot to death by Flossmoor police in the 1400 block of Joyce Drive, Flossmoor, IL on July 10, 2022. Police say they were responding to a domestic call when the woman met them at the door with a knife. ISP is investigating.","police","AGAINST","Madeline Miller","NONE"
"After successfully captaining the Springboks to Rugby World Cup glory in 1995, Matt Damon has turned his attentions to winning The Bouclier de Brennus with Racing 92. Racing 92 racing92 Jun 28, 2022 Janick ! Une p pite au talon ! Le jeune Janick Tarrit rejoint l' quipe des Ciel et Blanc pour la saison prochaine To be continued...","rugby","FAVOR","Springboks","FAVOR"
"Is it ironic that Black professional athletes are ridiculed for supporting Equal Rights in America, while the leader of the GOP supports white golfers who sold their souls to the Saudi crown?","equal rights","FAVOR","Black professional athletes","FAVOR"
"Cix advocating for equal rights in education for children, getting involved in an anti-cyber bullying campaign and kim seunghun donated to two wildfire causes... They're such amazing role models fr.","equal rights in education","FAVOR","kim seunghun","FAVOR"
"10 Black people murdered in Buffalo 21 Latino people murdered in Texas An Asian hate crime bill is introduced... It's an intentionally blatant insult, and a preemptive measure. As the country is being taken over, the bill is readily in place to put anyone in prison who rebels","gun control","FAVOR","Asian hate crime bill","FAVOR"
"To the Muslim community and to all visible minorities in this country, I am truly sorry. The terrorist attack in London, ON was horrific and shocking. Events like these are the culmination of thousands of smaller acts of racism that go unchecked in our society.","islamophobia","AGAINST","acts of racism","AGAINST"
"Life as a nonprofit ED: that horrible feeling when you get the proposals for employee health insurance coverage for next year and see a proposed increase of nearly 13 even as employee out of pocket cost goes up. We need a public option in Connecticut. Now.","health insurance","FAVOR","public option in Connecticut","FAVOR"
"Today I seen the new Disney's Cruella movie in cinemas at vuecinemas and in my opinion this has to be my favourite Disney Live Action Movie Of All Time after 10 mintues of the movie I felt in love with the story, characters, build-up and music. Disney","disney","FAVOR","Disney Live Action Movie","FAVOR"
"Asiwaju is always leading... if you have been following Nigeria politic for long you will understand that Tinubu is introducing new style of camping not just every state rally... from Town hall meeting, to Dinner and lunch with different group to rally for everyone 6 24 99 1,729","nigeria","FAVOR","Nigeria politic","NONE"
"Great to see some familiar faces former players at the NFL HOF! The following media includes potentially sensitive content. Change settings View","nfl","FAVOR","NFL HOF","NONE"
"Campus life is real struggle. Comrades struggle with getting their priorities right, realizing how to handle their sexual fantasies, fighting for women with moneyed men undergoing midlife crisis, accepting D's in their transcripts despite having scored As in KCSE,and being broke. 128 872 3,382","college","AGAINST","Comrades","AGAINST"
"Still the best pregame ritual in NBA history if you ask me. That James Harden, Jeremy Lin, and Chandler Parsons Kung-Fu move had me feeling like we were going to win every game! Check out the compilation.","nba","FAVOR","Jeremy Lin","FAVOR"
"Now Jenna Ellis is suggesting that Trump run for Speaker of the House? With all due respect Ms. Ellis, he won the PRESIDENTIAL Election in a landslide victory, therefore he MUST be reinstated! 335 1,044 5,066","trump","FAVOR","Jenna Ellis","AGAINST"
"Peter Dutton will never live down the water lapping at their doors quip regarding our Pacific neighbours.His words demonstrated the condescending attitude held on both them and the issue of climate change.","climate change","AGAINST","Condescending attitude ","AGAINST"
"The gay movement, in about 7 years, went from equal rights! to go f ing die in a trench war if you don t wear a pride shirt! Clay Travis ClayTravis Jan 18 NHL analyst says on the NHL Network! that if Philly Flyers Provorov doesn t want to wear a pro-LBGTQ uniform he should leave America, go back to Russia, and fight in the war against Ukraine. The tolerant left! Holy shit: Show this thread 3,445 9,169 63.1K 16M","gay rights","AGAINST","pro-LBGTQ uniform","FAVOR"
"A somber as the ska world reels from the sad news of Terry Hall s passing. In this 1980 clip, he gives the cultural context of growing up in the midlands in the 1970s that set the scene for The Specials. Thanks for your voice, Terry. 4 80 616 26K","ska","FAVOR","Terry Hall","FAVOR"
"Mix match 2 double Decker dan Avante UHD, Emiliano feat Kinanti Murni Jaya. Keep safety hunting guys.. The following media includes potentially sensitive content. Change settings View","avante","FAVOR","hunting guys","FAVOR"
"Former Republican candidate Mike Crispi on Herschel Walker s paid abortion story: We don t care what he did, but we re not electing your church pastor. Herschel Walker s going to be a rubber stamp yes vote for the Trump agenda.","trump","FAVOR","Trump agenda","FAVOR"
"As early as next week, parents and caregivers may be able to get their youngest children vaccinated against We caught up with Dr. Kim Bonner, epidemic intelligence service officer for acute and communicable disease prevention with the CDCgov : ALT","vaccines","FAVOR","CDCgov","NONE"
"The only truly insightful ""deconstruction"" of superhero stories after Watchmen is Planetary, a series in which analogues for 60s Marvel characters have choked the life out of every other pop culture genre, ensuring that all stories are superhero stories.","deconstruction","AGAINST","Planetary","NONE"
"I don t actually think Tim Martin s position on EU migration is hypocritical. He s always been happy for CE Europe to be a labour pool for his pubs. It s just that he d much rather it was a pool who didn t have the additional rights security of being EU citizens in an EU country.","immigration","FAVOR","Tim Martin","AGAINST"
"A single little chapel in Padova or an obscure church in Arrezzo alone would eclipse the entire ""cultural"" output of the Third Reich. What does this tell us? If you want to grow a thousand flowers then you mustn't do so in soil that is infertile and poisoned.","culture","FAVOR","Chapel in Padova","NONE"
"If you're an alleged industry plant and your defense is ""I had a Disney show"" you're doubling down on the fact you're an industry plant hth","disney","AGAINST","industry plant","AGAINST"
"Great to see some familiar faces former players at the NFL HOF! The following media includes potentially sensitive content. Change settings View","nfl","FAVOR","former players","FAVOR"
"Like I had intimated previously President Ruto must clip the wings of one Rigathi Gachagua AKA Riggy G before the former DO grab Mt Kenya votes from the self proclaimed Hustler from Sugoi and raise his purchasing value come mid-term election 2027!","gachagua","AGAINST","President Ruto","FAVOR"
"The January 5th DC Pipe Bomber was NOT a lone wolf. The January 5th DC Pipe Bomber was Instructed. The January 5th DC Pipe Bombing was Orchestrated. The January 5th DC Pipe Bomber is female. Her actions were ordered by a high Government Official. Can you guess his name? 403 2,464 11.5K","dc pipe bomb","FAVOR","Government Official","AGAINST"
"Yes, international student retention is higher than domestic students more at stake , but they also pay 3x more. So losing one international student is like losing 3 to 5 domestic students. 1","retention","FAVOR","Domestic students","AGAINST"
". jkenney is known across the country for breaking the rules his own government created. It's no wonder Albertans are having a hard time trusting his word.","justin trudeau","AGAINST","jkenney","AGAINST"
"Chuck Todd is right for the first time in a LONG time and the leftist blue check brigade is having a meltdown over it. Joe Biden does not have a loyal fan base. No one likes the guy. Look at his approval ratings. 272 727 3,422","joe biden","AGAINST","Chuck Todd","FAVOR"
"Leftist Pedro Castillo looks to have won Perus presidency with his 0.52 lead and only 4.3 of the votes yet to be counted. Neither Peruvian Elites, the US or other Latin American Elites will be happy if he does. Their response will be somewhere between sabotage and a coup.","peru","AGAINST","Peruvian Elites","AGAINST"
"China International Student Union, an organization campaigning online for the return of foreign students to China wrote an open letter to Chinese President Xi Jinping drawing upon his comments in 2010, when he referred to foreign students as forever, a friend of China .","china","FAVOR","China International Student Union","NONE"
"Two young Russian men decided to flee military mobilization and took the boat across the Bering Strait to a small American island off the coast of Alaska. They have now applied for asylum as refugees. Will the U.S. see a new wave of migrants in the north? 99 582 2,367","immigration","FAVOR","American Island","NONE"
"Special logistics line from China to Europe, America and Southeast Asia Transportable goods: furniture, lamps, electrical appliances, machinery, hardware accessories, electronic cigarettes, cosmetics, clothing, electronic products, dried flowers, epidemic prevention materials,","lockdown in china","FAVOR","Transportable goods","NONE"
"The New South Wales Environmental Protection Agency has asked the public to think carefully about the amount and location of mouse bait being used, after an investigation confirmed that some birds in the central west of the state had died after ingesting the bait.","mouse control","FAVOR","mouse bait","AGAINST"
"Multipolarity- the presence of multiple world powers instead of one US, Russia, China . It allows countries of the global south to adjust foreign and domestic policy according to their nation s interests without fearing for punishment from a singular world power.","global south","FAVOR","countries of the global south","NONE"
"- 2015 Monday: To reduce carbon dioxide emissions by 32-percent of the 2005 levels, President Barack Obama proposes the Clean Power Act, which is more stringent than the plan offered by the Environmental Protection Agency by 30-percent. 1","climate change","FAVOR","Clean Power Act","FAVOR"
"When a Trump openly threatened doxed him his family Al Schmidt's adrenaline increased dramatically. Trump, a sitting US President, was very literally, committing stochastic terrorism against a campaign official because that official did not give Trump a Pennsylvania victory. 26 307 1,126","trump","AGAINST","Trump, a sitting US President","AGAINST"
"Too often, don t actually improve health systems. Why? The innovators haven't worked with and others. A different approach, the learning health system, is trying to change that. By WendyGlauser healthydebate.ca Breaking down barriers: Learning health system connects researchers, health professionals and...","learning health systems","FAVOR","the learning health system","FAVOR"
"Farnham 12:34 2 4 17 just popped up on my iPhone memories. Who s in this photo? I can see my folk sitting on the ground at the front. Other than that earl dix and the gent in front of him who was giving coaching sessions throughout the day. Are you in this?","iphone","FAVOR","Coaching Sessions","NONE"
"It strikes me that the people who ask why we need funding for libraries are the same ones asking why we need funding for affordable housing or equitable public education. The inability to see the criticality of and connections between these systems speaks to tremendous privilege.","libraries","FAVOR","equitable public education","FAVOR"
"James Harden is the only player in NBA History to have 60 Point triple double 50 Point triple double 40 Point triple double 30 Point triple double 20 Point triple double 10 Point triple double","triple doubles","FAVOR","James harden","FAVOR"
"11 months into LongCovid, I had new heart attack stroke-like symptoms. Today I've been diagnosed with suspected 'post covid-19 pericarditis"" by a specialist cardiologist treating long haulers. Need to start colchicine on top of the blood thinners Anyone had the same??","long covid","FAVOR","blood thinners","FAVOR"
"Watching another round of Evangelical Grievance Culture spark up, I have 2 replies: stop treating the loss of special treatment as persecution And Stop breaking the law, assholes. The IRS is going after churches because video evidence shows a tax exempt church doing politic","evangelical christians","AGAINST","Evangelical Grievance Culture","NONE"
"An obidient told me today that the Nigeria youth started a movement that will clean up the Nigeria Politic system, That alone is an achievement 9 401 1,356","corruption","FAVOR","movement","FAVOR"
"1 Beyond honored to present some of the work drsforamerica has been doing during the Month of Action to HHSGov and DR. FAUCI! my parents may finally be a little proud of me! As Dr. Fauci said: it takes each of us to help get folks vaccinated. con't","vaccine","FAVOR","Month of Action","NONE"
"Democrat news anchor, Bret Baier, said Walker had woman problems, but doesn't mention Warnock ran over his gf with his car. 332 2,049 4,704","walker","AGAINST","Bret Baier","NONE"
"PLEASE KARMA, ELIMINATE RUTTE4 AND LEFT POLITIC TRAITORS OF HOLLAND The following media includes potentially sensitive content. Change settings View","the netherlands","FAVOR"," LEFT POLITIC TRAITORS OF HOLLAND","AGAINST"
"Mrs. Minister AnnLinde of Are you still interested in beeing a NATO Member with PKK ??? In this case No way for you !!!","nato","AGAINST","PKK","AGAINST"
"Making tons of friends in my international student groupchat by shitting on everything the city of Dallas stands for as a result of someone asking if we can drink the tap water in Ireland 8","drinking water in ireland","AGAINST","international student groupchat","NONE"
"How very true and more so how irrelevant today in the soon to come post COVID era. A lot to think about. 25 215 2,017","climate change is a real threat","FAVOR","today","NONE"
"I mean, I'm at least promising a 1.50 cap on breakfast taco prices when I run That's something","cap on breakfast taco prices","FAVOR","breakfast taco","FAVOR"
"Anyway imagine if, like, everyone on the left who was pro gun for some reason would only talk about it in terms of defending your home from criminals, and kept talking about good guys with guns , and supported arming teachers or something...","gun control","FAVOR","pro gun","AGAINST"
"The Japan Football Association, Japan Inclusive Football Federation, Japan Blind Football Association, J.League and WE League have formed 'Team Football Japan' ahead of This will see the blind soccer team wear the same kits as the men's and women's 11-a-side teams.","equal rights for the disabled","FAVOR","J.League","FAVOR"
"said so and it followed up. I am waiting to see other promises fulfilled. Afghan people need help. Zhang Meifangå¼ ç¾ŽèŠ³ CGMeifangZhang Jun 25, 2022 China government official China will provide 7.5 million 50 million RMB worth of humanitarian aid, including tents, sleep blankets, camp beds other supplies urgently needed in the strong earthquake-hit areas. First chartered flight is on 27th.","china","FAVOR","Afghan people","FAVOR"
"Easily the best performance from the 2022 NBA Playoffs. 47-9-8 on 55 50 100 shooting splits 5 stocks Jimmy a legend for this.","nba playoffs","FAVOR","2022 NBA Playoffs","NONE"
"Afghans in almost all platforms, private or public, mostly talk about politic and or religion. They barely talk about literature, dating, sexuality, philosophy, love, sports, nature, etc. Is it a sign of collective trauma or manifestation of pain?","mental health","FAVOR"," politic and or religion","FAVOR"
"Special logistics line from China to Europe, America and Southeast Asia Transportable goods: furniture, lamps, electrical appliances, machinery, hardware accessories, electronic cigarettes, cosmetics, clothing, electronic products, dried flowers, epidemic prevention materials,","covid","FAVOR","Special logistics line","NONE"
"On Monday the WFH Luncheon returns! Hoping to see you there! Come along for the world's best terrible Ar Di patter...","work from home","FAVOR"," WFH Luncheon","NONE"
"Session 6 of the Green Rose today, Congratulations to Birchall Foodservice, Festive Lights Ltd and Group 55 for completing the programme. 1","climate change","FAVOR","Birchall Foodservice","FAVOR"
"Govmedia has tried to depict Trumpers as criminals, and prevent them from responding to the false accusations. By letting everyone talk free speech, equal rights Musk is allowing people to speak the truth. If you hate Musk, you're the fascist.","trump","AGAINST","Musk","FAVOR"
"Markets seem to have formed in a number of different cradles of human civilization including India, China, and Mesoamerica. China has always fluctuated between free markets and statism. In the free-market periods China prospered. humanprogress.org Markets Are as Old as Civilization - HumanProgress","capitalism","FAVOR","human civilization","NONE"
